seq,t,hipYawDeg,shoulderYawDeg,block,gt
8361,1789039100.7605,5.4125,0.2717,(gap),9999
8362,1789039100.8070,5.0562,0.2535,(gap),9999
8363,1789039100.8385,4.7636,0.2534,(gap),9999
8364,1789039100.8853,4.4662,0.2172,(gap),9999
8365,1789039100.9310,4.2364,0.2171,(gap),9999
8366,1789039100.9770,3.9977,0.1989,(gap),9999
8367,1789039101.0102,3.7633,0.1809,(gap),9999
8368,1789039101.0554,3.5251,0.1809,(gap),9999
8369,1789039101.1027,3.2906,0.1627,(gap),9999
8370,1789039101.1500,4.6513,0.1628,(gap),9999
8371,1789039101.1960,4.3492,0.1629,(gap),9999
8372,1789039101.2286,4.1149,0.1266,(gap),9999
8373,1789039101.2595,5.3705,0.1446,(gap),9999
8374,1789039101.3038,5.0718,0.1265,(gap),9999
8375,1789039101.3381,4.7734,0.1085,(gap),9999
8376,1789039101.3861,4.4754,0.1084,(gap),9999
8377,1789039101.4322,4.1821,0.0903,(gap),9999
8378,1789039101.4767,3.9432,0.0903,(gap),9999
8379,1789039101.5091,5.2531,0.0903,(gap),9999
8380,1789039101.5413,4.8957,0.0903,(gap),9999
8381,1789039101.5881,4.5974,0.0722,(gap),9999
8382,1789039101.6350,4.3581,0.0722,(gap),9999
8383,1789039101.6814,4.0605,0.0541,(gap),9999
8384,1789039101.7136,3.8219,0.0541,(gap),9999
8385,1789039101.7583,3.5873,0.0541,(gap),9999
8386,1789039101.7902,3.4078,0.0721,(gap),9999
8387,1789039101.8211,3.1701,0.0541,(gap),9999
8388,1789039101.8523,2.9943,0.0541,(gap),9999
8389,1789039101.8996,2.8156,0.0360,(gap),9999
8390,1789039101.9319,2.6398,0.0361,(gap),9999
8391,1789039101.9778,2.4641,0.0361,(gap),9999
8392,1789039102.0259,2.3445,0.0361,(gap),9999
8393,1789039102.0716,2.1688,0.0361,(gap),9999
8394,1789039102.1034,3.5910,0.0361,(gap),9999
8395,1789039102.1498,3.3527,0.0361,(gap),9999
8396,1789039102.1957,4.6609,0.0361,(gap),9999
8397,1789039102.2267,4.3626,0.0181,(gap),9999
8398,1789039102.2587,4.1234,0.0181,(gap),9999
8399,1789039102.2891,3.8845,0.0180,(gap),9999
8400,1789039102.3211,5.1357,0.0181,(gap),9999
8401,1789039102.3517,4.8370,0.0180,(gap),9999
8402,1789039102.3823,4.5387,0.0180,(gap),9999
8403,1789039102.4144,4.2407,0.0180,(gap),9999
8404,1789039102.4459,4.0018,0.0180,(gap),9999
8405,1789039102.4772,3.7633,0.0180,(gap),9999
8406,1789039102.5096,5.0131,0.0180,(gap),9999
8407,1789039102.5557,4.7099,0.0180,(gap),9999
8408,1789039102.6037,4.4077,0.0000,(gap),9999
8409,1789039102.6508,4.1149,0.0180,(gap),9999
8410,1789039102.6979,3.8726,0.0180,(gap),9999
8411,1789039102.7428,3.6348,0.0000,(gap),9999
8412,1789039102.7751,3.4594,0.0180,(gap),9999
8413,1789039102.8211,4.7099,0.0180,(gap),9999
8414,1789039102.8687,5.6051,0.0180,(gap),9999
8415,1789039102.9007,5.2477,0.0180,(gap),9999
8416,1789039102.9344,4.9493,0.0180,(gap),9999
8417,1789039102.9785,6.1448,0.0180,(gap),9999
8418,1789039103.0244,7.2202,0.0000,(gap),9999
8419,1789039103.0586,8.2472,0.0000,(gap),9999
8420,1789039103.1017,9.2094,0.0180,(gap),9999
8421,1789039103.1461,8.5979,0.0000,(gap),9999
8422,1789039103.1775,8.0550,0.0000,(gap),9999
8423,1789039103.2095,7.5128,0.0180,(gap),9999
8424,1789039103.2413,7.0372,0.0000,(gap),9999
8425,1789039103.2879,6.6135,0.0180,(gap),9999
8426,1789039103.3336,6.1971,0.0000,(gap),9999
8427,1789039103.3653,5.8455,0.0180,(gap),9999
8428,1789039103.3965,5.4878,0.0180,(gap),9999
8429,1789039103.4273,5.1304,0.0000,(gap),9999
8430,1789039103.4591,4.8321,0.0000,(gap),9999
8431,1789039103.5060,4.5340,0.0000,(gap),9999
8432,1789039103.5532,4.2364,0.0180,(gap),9999
8433,1789039103.6006,3.9977,0.0000,(gap),9999
8434,1789039103.6468,3.7633,0.0000,(gap),9999
8435,1789039103.6783,3.5251,0.0180,(gap),9999
8436,1789039103.7087,3.3492,0.0000,(gap),9999
8437,1789039103.7403,3.1083,0.0000,(gap),9999
8438,1789039103.7755,4.4754,0.0000,(gap),9999
8439,1789039103.8208,4.1778,0.0180,(gap),9999
8440,1789039103.8670,3.9391,0.0000,(gap),9999
8441,1789039103.8993,3.7046,0.0000,(gap),9999
8442,1789039103.9453,4.9493,0.0000,(gap),9999
8443,1789039103.9914,4.6513,0.0000,(gap),9999
8444,1789039104.0391,5.5465,0.0180,(gap),9999
8445,1789039104.0862,5.1838,0.0000,(gap),9999
8446,1789039104.1310,6.3792,0.0000,(gap),9999
8447,1789039104.1767,5.9566,0.0000,(gap),9999
8448,1789039104.2248,5.5879,0.0000,(gap),9999
8449,1789039104.2710,5.2263,0.0000,(gap),9999
8450,1789039104.3172,4.9291,0.0000,(gap),9999
8451,1789039104.3615,4.6323,0.0000,(gap),9999
8452,1789039104.4087,4.3359,0.0180,(gap),9999
8453,1789039104.4577,5.5822,0.0000,(gap),9999
8454,1789039104.5015,6.7098,0.0000,(gap),9999
8455,1789039104.5341,7.4314,0.0000,(gap),9999
8456,1789039104.5809,6.9572,0.0000,(gap),9999
8457,1789039104.6264,6.5415,0.0000,(gap),9999
8458,1789039104.6725,6.1134,0.0000,(gap),9999
8459,1789039104.7026,7.1980,0.0000,(gap),9999
8460,1789039104.7362,6.7751,0.0000,(gap),9999
8461,1789039104.7675,6.3532,0.0000,(gap),9999
8462,1789039104.8007,5.9384,0.0000,(gap),9999
8463,1789039104.8484,7.0667,0.0000,(gap),9999
8464,1789039104.8932,6.6447,0.0000,(gap),9999
8465,1789039104.9413,6.2301,0.0000,(gap),9999
8466,1789039104.9877,7.2998,0.0000,(gap),9999
8467,1789039105.0362,8.3129,0.0000,(gap),9999
8468,1789039105.0827,7.7731,0.0000,(gap),9999
8469,1789039105.1126,8.7864,0.0000,(gap),9999
8470,1789039105.1451,9.6747,0.0000,(gap),9999
8471,1789039105.1910,9.0092,0.0000,(gap),9999
8472,1789039105.2221,8.4699,0.0000,(gap),9999
8473,1789039105.2689,9.3659,0.0000,(gap),9999
8474,1789039105.3007,10.2420,0.0000,(gap),9999
8475,1789039105.3470,9.5777,0.0000,(gap),9999
8476,1789039105.3784,8.9817,0.0000,(gap),9999
8477,1789039105.4255,9.8658,0.0000,(gap),9999
8478,1789039105.4735,10.6914,0.0000,(gap),9999
8479,1789039105.5188,11.4472,0.0000,(gap),9999
8480,1789039105.5501,10.6698,0.0000,(gap),9999
8481,1789039105.5959,10.0283,0.0000,(gap),9999
8482,1789039105.6271,10.7952,0.0000,(gap),9999
8483,1789039105.6586,10.1329,0.0000,(gap),9999
8484,1789039105.6903,10.9670,0.0177,(gap),9999
8485,1789039105.7209,10.2579,0.0000,(gap),9999
8486,1789039105.7516,9.5964,0.0000,(gap),9999
8487,1789039105.7844,8.9938,0.0000,(gap),9999
8488,1789039105.8314,9.8933,0.0000,(gap),9999
8489,1789039105.8639,10.7271,0.0000,(gap),9999
8490,1789039105.9093,11.5043,0.0000,(gap),9999
8491,1789039105.9409,12.2128,0.0000,(gap),9999
8492,1789039105.9886,11.4356,0.0000,(gap),9999
8493,1789039106.0191,10.6698,0.0000,(gap),9999
8494,1789039106.0667,10.0080,0.0000,(gap),9999
8495,1789039106.0974,9.3570,0.0000,(gap),9999
8496,1789039106.1286,10.2475,0.0000,(gap),9999
8497,1789039106.1602,11.0814,0.0000,(gap),9999
8498,1789039106.2073,10.3621,0.0000,(gap),9999
8499,1789039106.2533,11.1386,0.0000,(gap),9999
8500,1789039106.2846,11.9036,0.0000,(gap),9999
8501,1789039106.3143,12.5667,0.0000,(gap),9999
8502,1789039106.3481,11.7897,0.0000,(gap),9999
8503,1789039106.3791,11.0131,0.0000,(gap),9999
8504,1789039106.4114,10.2944,0.0000,(gap),9999
8505,1789039106.4433,9.6440,0.0000,(gap),9999
8506,1789039106.4741,9.0512,0.0000,(gap),9999
8507,1789039106.5214,9.9506,0.0000,(gap),9999
8508,1789039106.5681,9.3570,0.0000,(gap),9999
8509,1789039106.6150,8.7639,0.0000,(gap),9999
8510,1789039106.6599,8.2205,0.0000,(gap),9999
8511,1789039106.6916,7.6790,0.0000,(gap),9999
8512,1789039106.7226,8.6800,0.0000,(gap),9999
8513,1789039106.7549,8.1547,0.0000,(gap),9999
8514,1789039106.7876,7.6215,0.0000,(gap),9999
8515,1789039106.8194,7.1538,0.0000,(gap),9999
8516,1789039106.8513,6.7437,0.0000,(gap),9999
8517,1789039106.8843,7.8097,0.0000,(gap),9999
8518,1789039106.9301,8.4675,0.0000,(gap),9999
8519,1789039106.9615,7.9328,0.0000,(gap),9999
8520,1789039106.9928,7.4565,0.0000,(gap),9999
8521,1789039107.0412,8.4675,0.0000,(gap),9999
8522,1789039107.0855,9.3476,0.0000,(gap),9999
8523,1789039107.1315,10.2269,0.0000,(gap),9999
8524,1789039107.1786,9.5770,0.0000,(gap),9999
8525,1789039107.2104,8.9183,0.0000,(gap),9999
8526,1789039107.2413,9.8061,0.0000,(gap),9999
8527,1789039107.2740,10.6268,0.0000,(gap),9999
8528,1789039107.3194,11.4011,0.0000,(gap),9999
8529,1789039107.3677,10.6838,0.0000,(gap),9999
8530,1789039107.4116,9.9777,0.0000,(gap),9999
8531,1789039107.4431,9.3287,0.0000,(gap),9999
8532,1789039107.4754,8.7947,0.0000,(gap),9999
8533,1789039107.5216,9.6916,0.0000,(gap),9999
8534,1789039107.5676,9.0995,0.0000,(gap),9999
8535,1789039107.5984,8.4992,0.0000,(gap),9999
8536,1789039107.6443,7.9662,0.0000,(gap),9999
8537,1789039107.6757,7.4913,0.0000,(gap),9999
8538,1789039107.7073,7.0174,0.0000,(gap),9999
8539,1789039107.7541,7.7364,0.0000,(gap),9999
8540,1789039107.8007,8.7373,0.0000,(gap),9999
8541,1789039107.8458,8.1383,0.0000,(gap),9999
8542,1789039107.8781,9.0811,0.0000,(gap),9999
8543,1789039107.9244,8.5480,0.0000,(gap),9999
8544,1789039107.9697,8.0155,0.0000,(gap),9999
8545,1789039108.0014,8.9756,0.0000,(gap),9999
8546,1789039108.0350,9.8633,0.0000,(gap),9999
8547,1789039108.0825,9.2141,0.0000,(gap),9999
8548,1789039108.1127,10.1022,0.0000,(gap),9999
8549,1789039108.1450,9.4432,0.0000,(gap),9999
8550,1789039108.1914,10.2841,0.0000,(gap),9999
8551,1789039108.2381,9.6343,0.0000,(gap),9999
8552,1789039108.2834,9.0330,0.0000,(gap),9999
8553,1789039108.3142,8.4333,0.0000,(gap),9999
8554,1789039108.3450,7.9088,0.0000,(gap),9999
8555,1789039108.3768,8.9183,0.0000,(gap),9999
8556,1789039108.4235,9.8160,0.0000,(gap),9999
8557,1789039108.4694,9.1660,0.0000,(gap),9999
8558,1789039108.5171,10.0551,0.0000,(gap),9999
8559,1789039108.5630,9.4050,0.0000,(gap),9999
8560,1789039108.5947,8.8125,0.0000,(gap),9999
8561,1789039108.6413,8.2864,0.0000,(gap),9999
8562,1789039108.6722,7.7521,0.0000,(gap),9999
8563,1789039108.7034,8.7550,0.0000,(gap),9999
8564,1789039108.7340,8.2205,0.0000,(gap),9999
8565,1789039108.7677,7.6945,0.0000,(gap),9999
8566,1789039108.8120,7.2186,0.0000,(gap),9999
8567,1789039108.8442,6.7505,0.0000,(gap),9999
8568,1789039108.8752,6.3338,0.0000,(gap),9999
8569,1789039108.9073,5.9817,0.0000,(gap),9999
8570,1789039108.9533,5.6299,0.0000,(gap),9999
8571,1789039108.9988,6.7574,0.0000,(gap),9999
8572,1789039109.0457,6.3338,0.0000,(gap),9999
8573,1789039109.0924,5.9240,0.0000,(gap),9999
8574,1789039109.1389,5.5778,0.0000,(gap),9999
8575,1789039109.1854,5.2259,0.0000,(gap),9999
8576,1789039109.2364,4.9321,0.0000,(gap),9999
8577,1789039109.2812,4.6386,0.0000,(gap),9999
8578,1789039109.3264,5.8204,0.0000,(gap),9999
8579,1789039109.3572,6.9515,0.0000,(gap),9999
8580,1789039109.3889,6.5330,0.0000,(gap),9999
8581,1789039109.4204,6.1217,0.0000,(gap),9999
8582,1789039109.4665,7.1901,0.0000,(gap),9999
8583,1789039109.4982,6.7779,0.0000,(gap),9999
8584,1789039109.5302,6.3595,0.0000,(gap),9999
8585,1789039109.5609,5.9481,0.0000,(gap),9999
8586,1789039109.6078,5.5948,0.0000,(gap),9999
8587,1789039109.6570,5.2418,0.0000,(gap),9999
8588,1789039109.7037,4.8892,0.0000,(gap),9999
8589,1789039109.7507,6.1279,0.0000,(gap),9999
8590,1789039109.7815,5.7164,0.0000,(gap),9999
8591,1789039109.8132,6.8428,0.0000,(gap),9999
8592,1789039109.8455,7.9152,0.0000,(gap),9999
8593,1789039109.8923,8.8662,0.0000,(gap),9999
8594,1789039109.9236,9.7605,0.0000,(gap),9999
8595,1789039109.9714,9.1065,0.0000,(gap),9999
8596,1789039110.0176,8.5019,0.0000,(gap),9999
8597,1789039110.0624,9.1549,0.0000,(gap),9999
8598,1789039110.1096,9.9910,0.0000,(gap),9999
8599,1789039110.1560,9.3279,0.0000,(gap),9999
8600,1789039110.2022,10.2212,0.0000,(gap),9999
8601,1789039110.2492,9.5680,0.0000,(gap),9999
8602,1789039110.2941,8.9635,0.0000,(gap),9999
8603,1789039110.3259,9.8658,0.0000,(gap),9999
8604,1789039110.3581,9.2032,0.0000,(gap),9999
8605,1789039110.4053,8.6663,0.0000,(gap),9999
8606,1789039110.4514,9.5777,0.0000,(gap),9999
8607,1789039110.4838,8.9817,0.0000,(gap),9999
8608,1789039110.5290,8.3948,0.0000,(gap),9999
8609,1789039110.5609,9.3469,0.0000,(gap),9999
8610,1789039110.6073,8.7506,0.0000,(gap),9999
8611,1789039110.6545,8.2128,0.0000,(gap),9999
8612,1789039110.7013,9.1642,0.0000,(gap),9999
8613,1789039110.7463,8.5683,0.0000,(gap),9999
8614,1789039110.7923,8.0309,0.0000,(gap),9999
8615,1789039110.8240,7.5522,0.0000,(gap),9999
8616,1789039110.8709,7.0816,0.0000,(gap),9999
8617,1789039110.9215,6.6621,0.0000,(gap),9999
8618,1789039110.9688,6.2501,0.0000,(gap),9999
8619,1789039111.0146,7.3785,0.0000,(gap),9999
8620,1789039111.0603,6.9007,0.0000,(gap),9999
8621,1789039111.1064,6.4818,0.0000,(gap),9999
8622,1789039111.1378,6.0638,0.0000,(gap),9999
8623,1789039111.1687,5.7106,0.0000,(gap),9999
8624,1789039111.2004,5.3522,0.0000,(gap),9999
8625,1789039111.2337,6.4752,0.0000,(gap),9999
8626,1789039111.2776,6.1155,0.0000,(gap),9999
8627,1789039111.3098,5.6990,0.0000,(gap),9999
8628,1789039111.3414,5.3414,0.0000,(gap),9999
8629,1789039111.3732,6.5198,0.0000,(gap),9999
8630,1789039111.4212,6.1031,0.0000,(gap),9999
8631,1789039111.4529,5.7510,0.0000,(gap),9999
8632,1789039111.4995,5.3991,0.0000,(gap),9999
8633,1789039111.5458,5.0526,0.0000,(gap),9999
8634,1789039111.5776,4.7540,0.0000,(gap),9999
8635,1789039111.6253,4.4608,0.0000,(gap),9999
8636,1789039111.6721,4.1680,0.0000,(gap),9999
8637,1789039111.7030,3.9333,0.0000,(gap),9999
8638,1789039111.7333,3.6988,0.0000,(gap),9999
8639,1789039111.7798,3.4647,0.0000,(gap),9999
8640,1789039111.8115,3.2919,0.0000,(gap),9999
8641,1789039111.8580,3.0583,0.0000,(gap),9999
8642,1789039111.9058,2.8855,0.0000,(gap),9999
8643,1789039111.9367,4.2300,0.0000,(gap),9999
8644,1789039111.9682,5.4046,0.0000,(gap),9999
8645,1789039112.0018,6.5264,0.0000,(gap),9999
8646,1789039112.0535,7.5870,0.0000,(gap),9999
8647,1789039112.0963,7.1106,0.0000,(gap),9999
8648,1789039112.1276,6.6419,0.0000,(gap),9999
8649,1789039112.1609,6.2311,0.0000,(gap),9999
8650,1789039112.1928,5.8204,0.0000,(gap),9999
8651,1789039112.2240,5.4679,0.0000,(gap),9999
8652,1789039112.2575,5.1734,0.0000,(gap),9999
8653,1789039112.3038,4.8215,0.0000,(gap),9999
8654,1789039112.3549,6.0060,0.0000,(gap),9999
8655,1789039112.3970,5.6470,0.0000,(gap),9999
8656,1789039112.4272,6.7711,0.0000,(gap),9999
8657,1789039112.4593,6.3530,0.0000,(gap),9999
8658,1789039112.4904,5.9420,0.0000,(gap),9999
8659,1789039112.5213,5.5948,0.0000,(gap),9999
8660,1789039112.5528,5.2418,0.0000,(gap),9999
8661,1789039112.5849,4.9521,0.0000,(gap),9999
8662,1789039112.6171,6.1341,0.0000,(gap),9999
8663,1789039112.6483,5.7164,0.0000,(gap),9999
8664,1789039112.6806,5.3576,0.0000,(gap),9999
8665,1789039112.7120,5.0680,0.0000,(gap),9999
8666,1789039112.7575,4.7106,0.0000,(gap),9999
8667,1789039112.7880,4.4165,0.0000,(gap),9999
8668,1789039112.8202,4.1807,0.0000,(gap),9999
8669,1789039112.8504,3.9452,0.0000,(gap),9999
8670,1789039112.8820,3.7100,0.0000,(gap),9999
8671,1789039112.9146,3.4787,0.0000,(gap),9999
8672,1789039112.9453,3.2441,0.0000,(gap),9999
8673,1789039112.9799,3.0675,0.0000,(gap),9999
8674,1789039113.0258,2.8913,0.0000,(gap),9999
8675,1789039113.0592,2.7153,0.0000,(gap),9999
8676,1789039113.1052,4.0608,0.0000,(gap),9999
8677,1789039113.1519,3.7678,0.0000,(gap),9999
8678,1789039113.1977,3.5366,0.0000,(gap),9999
8679,1789039113.2291,3.3631,0.0000,(gap),9999
8680,1789039113.2614,4.6527,0.0000,(gap),9999
8681,1789039113.2943,5.8323,0.0000,(gap),9999
8682,1789039113.3411,5.4155,0.0000,(gap),9999
8683,1789039113.3869,5.1208,0.0000,(gap),9999
8684,1789039113.4170,4.7733,0.0000,(gap),9999
8685,1789039113.4482,4.4744,0.0000,(gap),9999
8686,1789039113.4795,5.7106,0.0000,(gap),9999
8687,1789039113.5117,5.3522,0.0000,(gap),9999
8688,1789039113.5436,5.0050,0.0000,(gap),9999
8689,1789039113.5900,4.7106,0.0000,(gap),9999
8690,1789039113.6369,4.4120,0.0000,(gap),9999
8691,1789039113.6826,4.1187,0.0000,(gap),9999
8692,1789039113.7280,5.3576,0.0000,(gap),9999
8693,1789039113.7584,6.5396,0.0000,(gap),9999
8694,1789039113.7901,6.1279,0.0000,(gap),9999
8695,1789039113.8212,5.7106,0.0000,(gap),9999
8696,1789039113.8693,6.8289,0.0000,(gap),9999
8697,1789039113.9162,6.4173,0.0000,(gap),9999
8698,1789039113.9607,6.0060,0.0000,(gap),9999
8699,1789039114.0077,5.6527,0.0000,(gap),9999
8700,1789039114.0524,5.2997,0.0000,(gap),9999
8701,1789039114.0982,6.4239,0.0000,(gap),9999
8702,1789039114.1426,7.4943,0.0000,(gap),9999
8703,1789039114.1751,7.0236,0.0000,(gap),9999
8704,1789039114.2072,6.6042,0.0000,(gap),9999
8705,1789039114.2409,7.3206,0.0000,(gap),9999
8706,1789039114.2858,8.3200,0.0000,(gap),9999
8707,1789039114.3330,9.2797,0.0000,(gap),9999
8708,1789039114.3794,8.6839,0.0000,(gap),9999
8709,1789039114.4101,8.0806,0.0000,(gap),9999
8710,1789039114.4579,7.6023,0.0000,(gap),9999
8711,1789039114.4879,8.6174,0.0000,(gap),9999
8712,1789039114.5191,9.5007,0.0000,(gap),9999
8713,1789039114.5512,10.3257,0.0000,(gap),9999
8714,1789039114.5815,11.0926,0.0000,(gap),9999
8715,1789039114.6133,11.8586,0.0000,(gap),9999
8716,1789039114.6447,12.5098,0.0000,(gap),9999
8717,1789039114.6920,13.1605,0.0000,(gap),9999
8718,1789039114.7393,12.2574,0.0000,(gap),9999
8719,1789039114.7851,11.4695,0.0000,(gap),9999
8720,1789039114.8331,10.7517,0.0000,(gap),9999
8721,1789039114.8638,11.5265,0.0000,(gap),9999
8722,1789039114.8956,10.7517,0.0000,(gap),9999
8723,1789039114.9258,11.5033,0.0000,(gap),9999
8724,1789039114.9582,11.9006,0.0000,(gap),9999
8725,1789039114.9896,12.5915,0.0000,(gap),9999
8726,1789039115.0220,13.1809,0.0000,(gap),9999
8727,1789039115.0538,13.7562,0.0000,(gap),9999
8728,1789039115.1009,12.8734,0.0000,(gap),9999
8729,1789039115.1463,13.5182,0.0000,(gap),9999
8730,1789039115.1924,14.0223,0.0000,(gap),9999
8731,1789039115.2241,13.1284,0.0000,(gap),9999
8732,1789039115.2554,13.7151,0.0000,(gap),9999
8733,1789039115.2867,12.8221,0.0000,(gap),9999
8734,1789039115.3176,12.0103,0.0000,(gap),9999
8735,1789039115.3483,12.6537,0.0000,(gap),9999
8736,1789039115.3801,13.2965,0.0000,(gap),9999
8737,1789039115.4130,12.4164,0.0000,(gap),9999
8738,1789039115.4450,13.0593,0.0000,(gap),9999
8739,1789039115.4777,12.2354,0.0000,(gap),9999
8740,1789039115.5086,12.8782,0.0000,(gap),9999
8741,1789039115.5556,12.0666,0.0000,(gap),9999
8742,1789039115.5863,11.3099,0.0000,(gap),9999
8743,1789039115.6190,10.6090,0.0000,(gap),9999
8744,1789039115.6497,9.9646,0.0000,(gap),9999
8745,1789039115.6816,9.3202,0.0000,(gap),9999
8746,1789039115.7119,8.7330,0.0000,(gap),9999
8747,1789039115.7438,8.1952,0.0000,(gap),9999
8748,1789039115.7911,7.7238,1.0716,(gap),9999
8749,1789039115.8381,8.6674,0.9829,(gap),9999
8750,1789039115.8839,9.6139,1.9755,(gap),9999
8751,1789039115.9307,10.4390,1.8493,(gap),9999
8752,1789039115.9768,9.7746,1.7416,(gap),9999
8753,1789039116.0249,10.5984,1.6356,(gap),9999
8754,1789039116.0700,11.3664,2.5769,(gap),9999
8755,1789039116.1169,12.0666,2.4168,(gap),9999
8756,1789039116.1467,11.3099,2.2568,(gap),9999
8757,1789039116.1786,10.5418,2.1139,(gap),9999
8758,1789039116.2096,11.3099,1.9895,(gap),9999
8759,1789039116.2407,12.0666,1.8828,(gap),9999
8760,1789039116.2745,12.7099,1.7591,(gap),9999
8761,1789039116.3207,11.8857,1.6531,(gap),9999
8762,1789039116.3520,12.5413,1.5472,(gap),9999
8763,1789039116.3834,11.7166,1.4422,(gap),9999
8764,1789039116.4295,12.4164,1.3702,(gap),9999
8765,1789039116.4752,11.6602,1.3000,(gap),9999
8766,1789039116.5227,12.3039,1.2118,(gap),9999
8767,1789039116.5695,12.6537,1.1247,(gap),9999
8768,1789039116.6151,13.2965,1.0723,(gap),9999
8769,1789039116.6601,13.8828,1.0017,(gap),9999
8770,1789039116.6923,14.3985,0.9487,(gap),9999
8771,1789039116.7242,14.9277,0.8957,(gap),9999
8772,1789039116.7564,13.9248,0.8423,(gap),9999
8773,1789039116.8028,14.4541,0.7896,(gap),9999
8774,1789039116.8509,13.5338,0.7368,(gap),9999
8775,1789039116.8975,14.1340,0.7019,(gap),9999
8776,1789039116.9443,14.6645,0.6664,(gap),9999
8777,1789039116.9907,13.7288,0.6313,(gap),9999
8778,1789039117.0392,14.2598,0.5787,(gap),9999
8779,1789039117.0854,14.7905,0.5437,(gap),9999
8780,1789039117.1158,15.2501,0.5084,(gap),9999
8781,1789039117.1470,14.2598,0.4734,(gap),9999
8782,1789039117.1782,14.7758,0.4560,(gap),9999
8783,1789039117.2091,13.8545,0.4208,(gap),9999
8784,1789039117.2416,12.9601,0.4032,(gap),9999
8785,1789039117.2744,12.1350,0.3857,(gap),9999
8786,1789039117.3212,11.3664,0.3506,(gap),9999
8787,1789039117.3523,10.6550,0.3333,(gap),9999
8788,1789039117.3831,11.4229,0.3157,(gap),9999
8789,1789039117.4143,11.8294,0.2982,(gap),9999
8790,1789039117.4598,12.5413,0.2808,(gap),9999
8791,1789039117.5050,13.1714,0.2632,(gap),9999
8792,1789039117.5533,13.7574,0.2458,(gap),9999
8793,1789039117.5998,12.8782,0.2458,(gap),9999
8794,1789039117.6460,13.4644,0.2106,(gap),9999
8795,1789039117.6916,14.0502,0.2106,(gap),9999
8796,1789039117.7394,14.5653,0.1930,(gap),9999
8797,1789039117.7855,15.0238,0.1754,(gap),9999
8798,1789039117.8324,14.1059,0.1754,(gap),9999
8799,1789039117.8790,13.1714,0.1579,(gap),9999
8800,1789039117.9266,12.3479,0.1579,(gap),9999
8801,1789039117.9725,11.5243,0.1403,(gap),9999
8802,1789039118.0201,11.9420,0.1228,(gap),9999
8803,1789039118.0520,12.6537,0.1227,(gap),9999
8804,1789039118.0977,13.2965,0.1227,(gap),9999
8805,1789039118.1432,12.4164,0.1052,(gap),9999
8806,1789039118.1753,13.0593,0.1052,(gap),9999
8807,1789039118.2067,13.6456,0.0877,(gap),9999
8808,1789039118.2546,14.2456,0.0877,(gap),9999
8809,1789039118.3007,13.2965,0.0878,(gap),9999
8810,1789039118.3474,12.4726,0.0878,(gap),9999
8811,1789039118.3938,11.6718,0.0703,(gap),9999
8812,1789039118.4245,12.3725,0.0703,(gap),9999
8813,1789039118.4721,11.6038,0.0703,(gap),9999
8814,1789039118.5188,12.3162,0.0703,(gap),9999
8815,1789039118.5630,11.4908,0.0528,(gap),9999
8816,1789039118.5951,10.7897,0.0528,(gap),9999
8817,1789039118.6268,11.5473,0.0528,(gap),9999
8818,1789039118.6575,12.2476,0.0528,(gap),9999
8819,1789039118.7051,12.8910,0.0353,(gap),9999
8820,1789039118.7528,13.5338,0.0528,(gap),9999
8821,1789039118.7977,14.0642,0.0353,(gap),9999
8822,1789039118.8296,14.5798,0.0352,(gap),9999
8823,1789039118.8619,13.6456,0.0352,(gap),9999
8824,1789039118.9082,12.7533,0.0352,(gap),9999
8825,1789039118.9406,11.9301,0.0352,(gap),9999
8826,1789039118.9863,12.3602,0.0352,(gap),9999
8827,1789039119.0177,11.5473,0.0176,(gap),9999
8828,1789039119.0484,12.2721,0.0176,(gap),9999
8829,1789039119.0950,12.9297,0.0176,(gap),9999
8830,1789039119.1258,13.5743,0.0176,(gap),9999
8831,1789039119.1566,12.6917,0.0176,(gap),9999
8832,1789039119.1887,13.0422,0.0351,(gap),9999
8833,1789039119.2207,12.1593,0.0176,(gap),9999
8834,1789039119.2585,12.8605,0.0176,(gap),9999
8835,1789039119.3012,12.0343,0.0175,(gap),9999
8836,1789039119.3469,12.6917,0.0175,(gap),9999
8837,1789039119.3933,13.3364,0.0176,(gap),9999
