seq,t,hipYawDeg,shoulderYawDeg,block,gt
7870,1789039082.7870,-69.5593,0.9719,(gap),9999
7871,1789039082.8188,-69.6062,1.8645,(gap),9999
7872,1789039082.8491,-69.7396,1.7543,(gap),9999
7873,1789039082.8808,-69.8069,1.6448,(gap),9999
7874,1789039082.9117,-69.9501,1.5350,(gap),9999
7875,1789039082.9434,-70.0708,1.4438,(gap),9999
7876,1789039082.9757,-70.1706,1.3717,(gap),9999
7877,1789039083.0071,-70.2955,1.2814,(gap),9999
7878,1789039083.0401,-70.4051,2.1245,(gap),9999
7879,1789039083.0864,-70.5038,1.9962,(gap),9999
7880,1789039083.1162,-70.6059,1.8868,(gap),9999
7881,1789039083.1474,-70.6195,1.7758,(gap),9999
7882,1789039083.1793,-70.6975,1.6474,(gap),9999
7883,1789039083.2091,-70.7415,1.5555,(gap),9999
7884,1789039083.2398,-70.8029,1.4628,(gap),9999
7885,1789039083.2725,-70.8576,1.3717,(gap),9999
7886,1789039083.3058,-70.9052,1.2987,(gap),9999
7887,1789039083.3491,-70.9738,1.9550,(gap),9999
7888,1789039083.3808,-70.9608,1.8249,(gap),9999
7889,1789039083.4124,-71.0039,1.7155,(gap),9999
7890,1789039083.4435,-71.0141,1.6052,(gap),9999
7891,1789039083.4757,-71.0552,1.5141,(gap),9999
7892,1789039083.5073,-71.0903,1.4051,(gap),9999
7893,1789039083.5397,-71.1113,1.3506,(gap),9999
7894,1789039083.5844,-71.1100,2.1894,(gap),9999
7895,1789039083.6167,-71.1285,2.0415,(gap),9999
7896,1789039083.6468,-71.0968,2.8497,(gap),9999
7897,1789039083.6793,-71.0819,2.6626,(gap),9999
7898,1789039083.7105,-71.0832,2.4982,(gap),9999
7899,1789039083.7418,-71.0569,3.0681,(gap),9999
7900,1789039083.7731,-70.9716,2.8832,(gap),9999
7901,1789039083.8063,-70.9260,2.6970,(gap),9999
7902,1789039083.8395,-70.8801,2.5304,(gap),9999
7903,1789039083.8839,-70.8617,2.3664,(gap),9999
7904,1789039083.9152,-70.8366,2.2192,(gap),9999
7905,1789039083.9457,-70.8061,2.0898,(gap),9999
7906,1789039083.9769,-70.8083,1.9619,(gap),9999
7907,1789039084.0107,-70.7792,1.8534,(gap),9999
7908,1789039084.0427,-70.7814,2.6601,(gap),9999
7909,1789039084.0749,-70.7780,2.4958,(gap),9999
7910,1789039084.1194,-70.9716,2.3476,(gap),9999
7911,1789039084.1517,-71.2664,2.2005,(gap),9999
7912,1789039084.1827,-71.5364,2.0718,(gap),9999
7913,1789039084.2154,-71.7044,2.8778,(gap),9999
7914,1789039084.2466,-71.7655,3.6194,(gap),9999
7915,1789039084.2783,-71.8063,3.3814,(gap),9999
7916,1789039084.3240,-71.8776,3.1788,(gap),9999
7917,1789039084.3558,-71.9589,2.9756,(gap),9999
7918,1789039084.3880,-72.0554,2.7918,(gap),9999
7919,1789039084.4185,-72.1669,2.6281,(gap),9999
7920,1789039084.4512,-72.2885,2.4809,(gap),9999
7921,1789039084.4819,-72.4098,2.3159,(gap),9999
7922,1789039084.5128,-72.5602,2.1720,(gap),9999
7923,1789039084.5459,-72.7317,2.0428,(gap),9999
7924,1789039084.5765,-72.8996,1.9326,(gap),9999
7925,1789039084.6072,-73.0421,2.7237,(gap),9999
7926,1789039084.6393,-73.2025,2.5730,(gap),9999
7927,1789039084.6855,-73.3474,3.3472,(gap),9999
7928,1789039084.7162,-73.4934,3.1386,(gap),9999
7929,1789039084.7469,-73.6113,2.9347,(gap),9999
7930,1789039084.7788,-73.7297,2.7469,(gap),9999
7931,1789039084.8101,-73.8541,2.5788,(gap),9999
7932,1789039084.8418,-73.9377,3.3484,(gap),9999
7933,1789039084.8728,-74.0524,3.1267,(gap),9999
7934,1789039084.9061,-74.1458,3.8466,(gap),9999
7935,1789039084.9514,-74.2232,3.6023,(gap),9999
7936,1789039084.9821,-74.2956,3.3654,(gap),9999
7937,1789039085.0141,-74.3608,2.9371,(gap),9999
7938,1789039085.0459,-74.4910,2.7453,(gap),9999
7939,1789039085.0921,-74.0535,2.5549,(gap),9999
7940,1789039085.1227,-73.9571,2.3882,(gap),9999
7941,1789039085.1539,-73.8658,2.2394,(gap),9999
7942,1789039085.1854,-71.4563,3.0261,(gap),9999
7943,1789039085.2157,-68.3238,1.9188,(gap),9999
7944,1789039085.2476,-65.9288,1.7882,(gap),9999
7945,1789039085.2799,-63.5651,2.5730,(gap),9999
7946,1789039085.3107,-61.6130,2.4208,(gap),9999
7947,1789039085.3438,-59.2230,3.1546,(gap),9999
7948,1789039085.3734,-56.5714,3.8541,(gap),9999
7949,1789039085.4063,-54.9251,4.4842,(gap),9999
7950,1789039085.4514,-53.0453,4.1818,(gap),9999
7951,1789039085.4836,-51.4993,2.9946,(gap),9999
7952,1789039085.5157,-49.6412,2.8060,(gap),9999
7953,1789039085.5469,-47.7846,1.6949,(gap),9999
7954,1789039085.5781,-47.8275,1.6104,(gap),9999
7955,1789039085.6088,-48.2784,1.5070,(gap),9999
7956,1789039085.6425,-48.3566,1.4192,(gap),9999
7957,1789039085.6729,-48.3764,1.3490,(gap),9999
7958,1789039085.7059,-48.8847,2.1621,(gap),9999
7959,1789039085.7512,-48.9674,2.0368,(gap),9999
7960,1789039085.7859,-49.0513,1.8912,(gap),9999
7961,1789039085.8329,-49.6188,1.7812,(gap),9999
7962,1789039085.8765,-50.1260,1.6519,(gap),9999
7963,1789039085.9084,-50.5874,1.5757,(gap),9999
7964,1789039085.9412,-51.0162,1.4617,(gap),9999
7965,1789039085.9873,-51.3706,1.3873,(gap),9999
7966,1789039086.0178,-51.6970,1.2936,(gap),9999
7967,1789039086.0497,-51.9325,1.2000,(gap),9999
7968,1789039086.0800,90.0000,1.1432,(gap),9999
7969,1789039086.1127,90.0000,1.0500,(gap),9999
7970,1789039086.1430,90.0000,0.9938,(gap),9999
7971,1789039086.1751,90.0000,0.9377,(gap),9999
7972,1789039086.2062,90.0000,0.0368,(gap),9999
7973,1789039086.2396,90.0000,-0.8116,(gap),9999
7974,1789039086.2735,90.0000,-1.6039,(gap),9999
7975,1789039086.3163,90.0000,-2.3031,(gap),9999
7976,1789039086.3475,90.0000,-2.9635,(gap),9999
7977,1789039086.3792,-46.5521,-3.5660,(gap),9999
7978,1789039086.4104,48.3974,-4.1144,(gap),9999
7979,1789039086.4420,44.3988,-4.6251,(gap),9999
7980,1789039086.4738,36.2366,-5.1165,(gap),9999
7981,1789039086.5064,26.5759,-4.8001,(gap),9999
7982,1789039086.5515,20.4557,-4.5082,(gap),9999
7983,1789039086.5813,17.4399,-4.2303,(gap),9999
7984,1789039086.6140,16.4260,-3.9540,(gap),9999
7985,1789039086.6459,16.7407,-3.7167,(gap),9999
7986,1789039086.6779,17.0587,-3.4987,(gap),9999
7987,1789039086.7079,15.9454,-3.2825,(gap),9999
7988,1789039086.7400,14.9816,-3.0842,(gap),9999
7989,1789039086.7735,14.0908,-2.9211,(gap),9999
7990,1789039086.8187,13.1984,-1.7652,(gap),9999
7991,1789039086.8505,12.4174,-0.6985,(gap),9999
7992,1789039086.8956,11.6700,-0.6619,(gap),9999
7993,1789039086.9269,10.9486,-0.6260,(gap),9999
7994,1789039086.9587,10.2790,0.3499,(gap),9999
7995,1789039086.9895,9.6623,0.3321,(gap),9999
7996,1789039087.0203,9.0903,0.3144,(gap),9999
7997,1789039087.0518,8.5164,0.2965,(gap),9999
7998,1789039087.0956,8.0479,0.4453,(gap),9999
7999,1789039087.1263,7.5293,0.4273,(gap),9999
8000,1789039087.1582,7.0600,0.3883,(gap),9999
8001,1789039087.1893,6.6554,0.3518,(gap),9999
8002,1789039087.2213,6.2437,0.3338,(gap),9999
8003,1789039087.2516,4.5901,0.2970,(gap),9999
8004,1789039087.2839,4.3007,0.4649,(gap),9999
8005,1789039087.3153,2.7758,0.4070,(gap),9999
8006,1789039087.3473,3.8678,0.3869,(gap),9999
8007,1789039087.3794,3.6375,0.3487,(gap),9999
8008,1789039087.4095,3.4037,0.3290,(gap),9999
8009,1789039087.4428,3.2343,0.2913,(gap),9999
8010,1789039087.4882,3.0583,0.0912,(gap),9999
8011,1789039087.5199,2.8307,0.0909,(gap),9999
8012,1789039087.5662,2.6603,0.0907,(gap),9999
8013,1789039087.6118,2.5499,0.0724,(gap),9999
8014,1789039087.6436,2.3787,0.0722,(gap),9999
8015,1789039087.6755,2.2674,0.9603,(gap),9999
8016,1789039087.7217,2.0953,0.8864,(gap),9999
8017,1789039087.7541,1.9810,0.8314,(gap),9999
8018,1789039087.7996,1.8683,0.7586,(gap),9999
8019,1789039087.8304,1.7534,0.7218,(gap),9999
8020,1789039087.8612,1.6366,0.6672,(gap),9999
8021,1789039087.8935,1.5782,0.6310,(gap),9999
8022,1789039087.9252,1.4628,0.5949,(gap),9999
8023,1789039087.9717,1.4057,0.5589,(gap),9999
8024,1789039088.0032,1.2886,0.5228,(gap),9999
8025,1789039088.0344,2.5149,0.4868,(gap),9999
8026,1789039088.0793,1.0480,0.4511,(gap),9999
8027,1789039088.1109,0.9898,0.4330,(gap),9999
8028,1789039088.1420,0.9325,0.3969,(gap),9999
8029,1789039088.1730,0.8751,0.3791,(gap),9999
8030,1789039088.2067,0.8185,0.3613,(gap),9999
8031,1789039088.2525,0.7608,0.3253,(gap),9999
8032,1789039088.2831,0.7623,0.3254,(gap),9999
8033,1789039088.3138,0.7051,0.2894,(gap),9999
8034,1789039088.3445,0.6437,0.2715,(gap),9999
8035,1789039088.3761,1.8721,0.2535,(gap),9999
8036,1789039088.4078,1.7498,0.2538,(gap),9999
8037,1789039088.4401,2.9207,0.2355,(gap),9999
8038,1789039088.4733,2.6902,0.2175,(gap),9999
8039,1789039088.5177,2.5201,0.1993,(gap),9999
8040,1789039088.5494,2.4055,0.1811,(gap),9999
8041,1789039088.5804,2.2297,0.1811,(gap),9999
8042,1789039088.6135,2.1146,0.1630,(gap),9999
8043,1789039088.6448,1.9972,0.1631,(gap),9999
8044,1789039088.6766,1.8230,0.1631,(gap),9999
8045,1789039088.7080,1.7660,0.1451,(gap),9999
8046,1789039088.7400,1.6467,0.1270,(gap),9999
8047,1789039088.7733,1.5307,0.1269,(gap),9999
8048,1789039088.8179,2.7626,0.1268,(gap),9999
8049,1789039088.8498,2.5839,0.1087,(gap),9999
8050,1789039088.8792,2.4079,0.1087,(gap),9999
8051,1789039088.9115,3.5763,0.0905,(gap),9999
8052,1789039088.9416,3.3424,0.0905,(gap),9999
8053,1789039088.9746,4.3897,0.0905,(gap),9999
8054,1789039089.0066,5.3740,0.0723,(gap),9999
8055,1789039089.0529,7.9662,0.0905,(gap),9999
8056,1789039089.0831,6.0908,0.0724,(gap),9999
8057,1789039089.1152,5.7452,0.0724,(gap),9999
8058,1789039089.1476,5.3522,0.0724,(gap),9999
8059,1789039089.1792,6.2698,0.0542,(gap),9999
8060,1789039089.2098,5.8723,0.0542,(gap),9999
8061,1789039089.2417,5.5257,0.0542,(gap),9999
8062,1789039089.2729,5.1786,0.0542,(gap),9999
8063,1789039089.3064,5.0050,0.0542,(gap),9999
8064,1789039089.3402,4.6574,0.0542,(gap),9999
8065,1789039089.3840,4.3675,0.0361,(gap),9999
8066,1789039089.4138,4.1396,0.0361,(gap),9999
8067,1789039089.4462,2.5551,0.0361,(gap),9999
8068,1789039089.4771,2.3835,0.0361,(gap),9999
8069,1789039089.5094,2.2697,0.0361,(gap),9999
8070,1789039089.5557,2.1578,0.0361,(gap),9999
8071,1789039089.5875,2.0412,-0.6868,(gap),9999
8072,1789039089.6334,3.2089,-0.6509,(gap),9999
8073,1789039089.6798,4.2514,-0.6328,(gap),9999
8074,1789039089.7110,4.0274,-0.5964,(gap),9999
8075,1789039089.7417,5.0101,-0.5420,(gap),9999
8076,1789039089.7748,4.6386,-0.5064,(gap),9999
8077,1789039089.8064,4.3630,-0.4883,(gap),9999
8078,1789039089.8506,4.0773,-0.4524,(gap),9999
8079,1789039089.8848,3.8490,-0.4345,(gap),9999
8080,1789039089.9213,3.6237,-0.3983,(gap),9999
8081,1789039089.9637,3.3905,-0.3804,(gap),9999
8082,1789039089.9947,3.1443,-0.3622,(gap),9999
8083,1789039090.0405,2.9730,-0.3262,(gap),9999
8084,1789039090.0737,2.7458,-0.3081,(gap),9999
8085,1789039090.1200,2.6318,-0.2898,(gap),9999
8086,1789039090.1531,2.4590,-0.2719,(gap),9999
8087,1789039090.1829,2.2836,-0.2720,(gap),9999
8088,1789039090.2155,2.1688,-0.2538,(gap),9999
8089,1789039090.2603,2.0538,-0.2356,(gap),9999
8090,1789039090.2910,1.9385,-0.2176,(gap),9999
8091,1789039090.3220,1.8230,-0.2175,(gap),9999
8092,1789039090.3532,1.7072,-0.1812,(gap),9999
8093,1789039090.3863,1.5895,-0.1813,(gap),9999
8094,1789039090.4184,2.8242,-0.1815,(gap),9999
8095,1789039090.4496,2.6480,-0.1635,(gap),9999
8096,1789039090.4807,2.4717,-0.1455,(gap),9999
8097,1789039090.5123,2.3541,-0.1274,(gap),9999
8098,1789039090.5439,2.1644,-0.1275,(gap),9999
8099,1789039090.5758,3.2738,-0.1275,(gap),9999
8100,1789039090.6073,3.0219,-0.1276,(gap),9999
8101,1789039090.6401,2.8508,-0.1277,(gap),9999
8102,1789039090.6841,2.6792,-0.1094,(gap),9999
8103,1789039090.7152,3.7831,-0.0913,(gap),9999
8104,1789039090.7467,3.5509,-0.1094,(gap),9999
8105,1789039090.7775,4.5369,-0.0912,(gap),9999
8106,1789039090.8085,5.5145,-0.0730,(gap),9999
8107,1789039090.8406,5.1682,-0.0911,(gap),9999
8108,1789039090.8733,4.8215,-0.0729,(gap),9999
8109,1789039090.9068,5.8028,-0.0729,(gap),9999
8110,1789039090.9512,5.3199,-0.0729,(gap),9999
8111,1789039090.9827,6.2321,-0.0729,(gap),9999
8112,1789039091.0145,4.5487,-0.0547,(gap),9999
8113,1789039091.0597,4.2406,-0.0548,(gap),9999
8114,1789039091.0909,5.1582,-0.0548,(gap),9999
8115,1789039091.1215,4.8256,-0.0548,(gap),9999
8116,1789039091.1522,5.7961,-0.0365,(gap),9999
8117,1789039091.1845,6.6563,-0.0365,(gap),9999
8118,1789039091.2169,7.4660,-0.0365,(gap),9999
8119,1789039091.2483,8.2110,-0.0365,(gap),9999
8120,1789039091.2778,7.6059,-0.0366,(gap),9999
8121,1789039091.3092,8.3559,-0.0365,(gap),9999
8122,1789039091.3409,9.0318,-0.0365,(gap),9999
8123,1789039091.3726,8.4207,-0.0365,(gap),9999
8124,1789039091.4184,7.8164,-0.0365,(gap),9999
8125,1789039091.4491,7.3159,-0.0182,(gap),9999
8126,1789039091.4819,8.0576,-0.0182,(gap),9999
8127,1789039091.5160,8.7981,-0.0182,(gap),9999
8128,1789039091.5618,8.2594,-0.0182,(gap),9999
8129,1789039091.5925,8.9459,-0.0183,(gap),9999
8130,1789039091.6294,8.2995,-0.0183,(gap),9999
8131,1789039091.6717,8.9845,-0.0183,(gap),9999
8132,1789039091.7224,9.6683,-0.0183,(gap),9999
8133,1789039091.7646,8.9667,-0.0182,(gap),9999
8134,1789039091.8101,9.6492,-0.0182,(gap),9999
8135,1789039091.8425,7.7677,-0.0182,(gap),9999
8136,1789039091.8742,5.9941,-0.0182,(gap),9999
8137,1789039091.9071,5.6138,0.0000,(gap),9999
8138,1789039091.9523,6.5360,0.0000,(gap),9999
8139,1789039091.9828,6.0931,-0.0183,(gap),9999
8140,1789039092.0150,6.9543,-0.0182,(gap),9999
8141,1789039092.0457,6.4727,-0.0183,(gap),9999
8142,1789039092.0769,7.2666,-0.0183,(gap),9999
8143,1789039092.1071,6.7863,-0.0183,(gap),9999
8144,1789039092.1391,7.5834,0.0000,(gap),9999
8145,1789039092.1855,7.0616,-0.0183,(gap),9999
8146,1789039092.2167,6.6233,0.0000,(gap),9999
8147,1789039092.2624,6.1641,-0.0183,(gap),9999
8148,1789039092.2947,6.7431,0.0000,(gap),9999
8149,1789039092.3251,6.3402,0.0000,(gap),9999
8150,1789039092.3552,5.9042,0.0000,(gap),9999
8151,1789039092.3863,5.5569,-0.0183,(gap),9999
8152,1789039092.4184,3.9590,-0.0183,(gap),9999
8153,1789039092.4501,3.6877,0.0000,(gap),9999
8154,1789039092.4824,3.4647,0.0000,(gap),9999
8155,1789039092.5126,3.2886,0.0000,(gap),9999
8156,1789039092.5445,3.0521,0.0000,(gap),9999
8157,1789039092.5765,2.8884,0.0000,(gap),9999
8158,1789039092.6087,2.7263,0.0000,(gap),9999
8159,1789039092.6405,2.5448,0.0000,(gap),9999
8160,1789039092.6865,2.3667,0.0000,(gap),9999
8161,1789039092.7182,2.1871,-0.0182,(gap),9999
8162,1789039092.7521,2.0659,0.0000,(gap),9999
8163,1789039092.7958,1.9473,-0.0182,(gap),9999
8164,1789039092.8288,3.0429,0.0000,(gap),9999
8165,1789039092.8597,2.8681,0.0000,(gap),9999
8166,1789039092.8913,3.9669,0.0000,(gap),9999
8167,1789039092.9226,3.6766,0.0000,(gap),9999
8168,1789039092.9540,3.4439,0.0000,(gap),9999
8169,1789039092.9857,4.4914,0.0000,(gap),9999
8170,1789039093.0179,4.2003,0.0000,(gap),9999
8171,1789039093.0499,3.9096,0.0000,(gap),9999
8172,1789039093.0960,3.6729,0.0000,(gap),9999
8173,1789039093.1264,3.4405,0.0000,(gap),9999
8174,1789039093.1581,3.2084,0.0000,(gap),9999
8175,1789039093.1898,3.0369,0.0000,(gap),9999
8176,1789039093.2203,2.8653,0.0000,(gap),9999
8177,1789039093.2527,2.6963,0.0000,(gap),9999
8178,1789039093.2835,3.8026,-0.0182,(gap),9999
8179,1789039093.3156,3.5727,0.0000,(gap),9999
8180,1789039093.3470,3.3428,0.0000,(gap),9999
8181,1789039093.3781,3.1127,0.0000,(gap),9999
8182,1789039093.4079,2.9371,0.0000,(gap),9999
8183,1789039093.4395,2.7674,0.0000,(gap),9999
8184,1789039093.4740,3.8756,0.0000,(gap),9999
8185,1789039093.5182,3.6449,0.0000,(gap),9999
8186,1789039093.5484,3.4175,0.0000,(gap),9999
8187,1789039093.5807,3.2408,0.0000,(gap),9999
8188,1789039093.6127,3.0128,0.0000,(gap),9999
8189,1789039093.6453,2.8364,0.0000,(gap),9999
8190,1789039093.6771,2.6630,0.0000,(gap),9999
8191,1789039093.7071,2.4870,0.0000,(gap),9999
8192,1789039093.7410,2.3715,0.0000,(gap),9999
8193,1789039093.7874,2.2026,0.0000,(gap),9999
8194,1789039093.8320,2.0868,0.0000,(gap),9999
8195,1789039093.8780,1.9749,0.0000,(gap),9999
8196,1789039093.9088,1.8607,0.0000,(gap),9999
8197,1789039093.9400,1.7481,0.0000,(gap),9999
8198,1789039093.9739,1.6366,0.0000,(gap),9999
8199,1789039094.0178,1.5814,0.0000,(gap),9999
8200,1789039094.0489,1.4673,0.0000,(gap),9999
8201,1789039094.0797,1.4101,0.0000,(gap),9999
8202,1789039094.1106,1.2939,0.0000,(gap),9999
8203,1789039094.1426,1.2364,0.0000,(gap),9999
8204,1789039094.1734,1.1763,0.8957,(gap),9999
8205,1789039094.2067,1.0576,0.8185,(gap),9999
8206,1789039094.2508,0.9979,0.7426,(gap),9999
8207,1789039094.2816,2.4590,0.6859,(gap),9999
8208,1789039094.3138,3.7985,0.6298,(gap),9999
8209,1789039094.3447,3.4858,0.5744,(gap),9999
8210,1789039094.3753,3.1798,0.5371,(gap),9999
8211,1789039094.4075,3.0128,0.5002,(gap),9999
8212,1789039094.4386,2.7702,0.4633,(gap),9999
8213,1789039094.4723,4.0486,0.4448,(gap),9999
8214,1789039094.5176,3.6951,0.4112,(gap),9999
8215,1789039094.5629,3.4578,0.3751,(gap),9999
8216,1789039094.5938,3.2441,0.3565,(gap),9999
8217,1789039094.6246,3.0281,0.3204,(gap),9999
8218,1789039094.6562,2.8479,0.3199,(gap),9999
8219,1789039094.6876,4.0856,0.2843,(gap),9999
8220,1789039094.7338,3.7870,0.2839,(gap),9999
8221,1789039094.7640,3.5727,0.2484,(gap),9999
8222,1789039094.7957,1.8740,0.2483,(gap),9999
8223,1789039094.8321,0.3515,0.2305,(gap),9999
8224,1789039094.8811,0.3504,0.2128,(gap),9999
8225,1789039094.9261,0.5870,0.1951,(gap),9999
8226,1789039094.9730,0.8832,0.1951,(gap),9999
8227,1789039095.0184,2.3024,0.1774,(gap),9999
8228,1789039095.0652,3.5469,0.1775,(gap),9999
8229,1789039095.1124,3.3041,0.1597,(gap),9999
8230,1789039095.1583,3.0623,0.1420,(gap),9999
8231,1789039095.2090,2.8800,0.1420,(gap),9999
8232,1789039095.2534,2.6371,0.1242,(gap),9999
8233,1789039095.3018,2.5149,0.1242,(gap),9999
8234,1789039095.3472,2.3373,0.1065,(gap),9999
8235,1789039095.3923,2.1600,0.1066,(gap),9999
8236,1789039095.4371,2.0412,0.0889,(gap),9999
8237,1789039095.4690,1.9227,0.0889,(gap),9999
8238,1789039095.5018,1.8026,0.0890,(gap),9999
8239,1789039095.5491,1.6830,0.0892,(gap),9999
8240,1789039095.5958,1.5654,0.0893,(gap),9999
8241,1789039095.6420,1.4510,0.0715,(gap),9999
8242,1789039095.6764,1.3915,0.0716,(gap),9999
8243,1789039095.7195,1.3363,0.0717,(gap),9999
8244,1789039095.7531,1.2213,0.0717,(gap),9999
8245,1789039095.8002,1.1644,0.0538,(gap),9999
8246,1789039095.8451,1.1096,0.0539,(gap),9999
8247,1789039095.8770,1.0523,0.0539,(gap),9999
8248,1789039095.9255,0.9969,0.0359,(gap),9999
8249,1789039095.9713,2.4203,0.0359,(gap),9999
8250,1789039096.0042,2.2457,0.0360,(gap),9999
8251,1789039096.0503,2.1299,0.0540,(gap),9999
8252,1789039096.0961,2.0116,0.0360,(gap),9999
8253,1789039096.1276,1.8953,0.0360,(gap),9999
8254,1789039096.1751,1.7806,0.0361,(gap),9999
8255,1789039096.2218,1.6637,0.0361,(gap),9999
8256,1789039096.2541,1.5466,0.0361,(gap),9999
8257,1789039096.3016,1.4856,0.0361,(gap),9999
8258,1789039096.3475,1.3653,0.0181,(gap),9999
8259,1789039096.3942,1.3046,0.0181,(gap),9999
8260,1789039096.4424,1.2441,0.0181,(gap),9999
8261,1789039096.4884,1.1245,0.0181,(gap),9999
8262,1789039096.5198,1.0653,0.0181,(gap),9999
8263,1789039096.5512,1.0072,0.0181,(gap),9999
8264,1789039096.5824,0.9470,0.0181,(gap),9999
8265,1789039096.6137,0.8878,0.0181,(gap),9999
8266,1789039096.6455,0.8295,0.0181,(gap),9999
8267,1789039096.6922,0.7694,0.0181,(gap),9999
8268,1789039096.7386,0.7694,0.0181,(gap),9999
8269,1789039096.7846,0.7095,0.0181,(gap),9999
8270,1789039096.8310,0.6504,0.0182,(gap),9999
8271,1789039096.8624,0.5913,0.0000,(gap),9999
8272,1789039096.9093,0.5925,0.0182,(gap),9999
8273,1789039096.9564,0.5332,0.0182,(gap),9999
8274,1789039096.9882,0.5343,0.0000,(gap),9999
8275,1789039097.0362,0.4760,0.0182,(gap),9999
8276,1789039097.0807,0.4765,0.0182,(gap),9999
8277,1789039097.1283,0.4182,0.0182,(gap),9999
8278,1789039097.1747,0.4191,0.0182,(gap),9999
8279,1789039097.2096,0.3600,0.0182,(gap),9999
8280,1789039097.2548,0.3607,0.0183,(gap),9999
8281,1789039097.2987,0.3615,0.0183,(gap),9999
8282,1789039097.3451,0.3022,0.0000,(gap),9999
8283,1789039097.3937,0.3025,0.0000,(gap),9999
8284,1789039097.4381,0.3025,0.0183,(gap),9999
8285,1789039097.4849,0.2420,0.0000,(gap),9999
8286,1789039097.5182,0.2423,0.0182,(gap),9999
8287,1789039097.5640,0.2425,0.0000,(gap),9999
8288,1789039097.6117,0.2425,1.2402,(gap),9999
8289,1789039097.6588,0.2425,2.3708,(gap),9999
8290,1789039097.7032,0.1817,3.3932,(gap),9999
8291,1789039097.7519,0.1813,3.0862,(gap),9999
8292,1789039097.7984,0.1809,2.8380,(gap),9999
8293,1789039097.8438,1.9874,2.6116,(gap),9999
8294,1789039097.8897,3.6063,2.4054,(gap),9999
8295,1789039097.9372,5.0968,2.2177,(gap),9999
8296,1789039097.9859,4.7985,2.0696,(gap),9999
8297,1789039098.0306,6.1557,1.9044,(gap),9999
8298,1789039098.0772,7.4493,1.7949,(gap),9999
8299,1789039098.1242,8.6156,1.6675,(gap),9999
8300,1789039098.1700,7.9218,1.5592,(gap),9999
8301,1789039098.2168,7.2849,1.4502,(gap),9999
8302,1789039098.2498,6.7201,1.3601,(gap),9999
8303,1789039098.2956,6.2248,1.2699,(gap),9999
8304,1789039098.3447,5.7336,1.1979,(gap),9999
8305,1789039098.3917,5.3774,1.1098,(gap),9999
8306,1789039098.4390,5.0222,1.0560,(gap),9999
8307,1789039098.4846,6.3083,0.9856,(gap),9999
8308,1789039098.5307,5.9002,0.9144,(gap),9999
8309,1789039098.5613,7.1250,0.8792,(gap),9999
8310,1789039098.5949,8.3103,0.8257,(gap),9999
8311,1789039098.6411,9.3671,0.7733,(gap),9999
8312,1789039098.6743,10.4345,0.7381,(gap),9999
8313,1789039098.7075,11.3553,0.6848,(gap),9999
8314,1789039098.7546,12.2279,0.6315,(gap),9999
8315,1789039098.8012,12.7480,0.5961,(gap),9999
8316,1789039098.8478,13.5047,0.5608,(gap),9999
8317,1789039098.8931,14.2740,0.5253,(gap),9999
8318,1789039098.9239,14.9574,0.5076,(gap),9999
8319,1789039098.9562,15.5980,1.6692,(gap),9999
8320,1789039099.0036,16.2372,1.5624,(gap),9999
8321,1789039099.0530,15.0685,1.4562,(gap),9999
8322,1789039099.0958,15.7639,1.3677,(gap),9999
8323,1789039099.1332,16.3474,1.2964,(gap),9999
8324,1789039099.1771,16.8966,0.0175,(gap),9999
8325,1789039099.2213,17.4051,1.1972,(gap),9999
8326,1789039099.2692,17.8944,1.1254,(gap),9999
8327,1789039099.3135,18.3450,1.0541,(gap),9999
8328,1789039099.3614,18.7221,0.9832,(gap),9999
8329,1789039099.4083,19.1697,2.0976,(gap),9999
8330,1789039099.4536,19.4714,1.9707,(gap),9999
8331,1789039099.5014,19.8434,0.6511,(gap),9999
8332,1789039099.5464,18.5788,0.6189,(gap),9999
8333,1789039099.5928,18.9553,1.7373,(gap),9999
8334,1789039099.6253,17.6797,2.7719,(gap),9999
8335,1789039099.6554,18.0944,1.4037,(gap),9999
8336,1789039099.6874,18.5243,1.3032,(gap),9999
8337,1789039099.7359,18.8623,1.2364,(gap),9999
8338,1789039099.7801,19.2159,1.1508,(gap),9999
8339,1789039099.8267,19.5485,1.0823,(gap),9999
8340,1789039099.8730,19.8450,1.0124,(gap),9999
8341,1789039099.9192,18.5949,0.9594,(gap),9999
8342,1789039099.9659,17.4317,0.8887,(gap),9999
8343,1789039100.0113,16.3445,0.8351,(gap),9999
8344,1789039100.0443,15.3404,0.7818,(gap),9999
8345,1789039100.0915,14.3842,0.7280,(gap),9999
8346,1789039100.1227,13.5473,0.6920,(gap),9999
8347,1789039100.1683,12.7043,0.6378,(gap),9999
8348,1789039100.2150,11.9573,0.6192,(gap),9999
8349,1789039100.2603,11.2076,0.5828,(gap),9999
8350,1789039100.2917,10.5804,0.5283,(gap),9999
8351,1789039100.3390,9.9506,0.4916,(gap),9999
8352,1789039100.3858,9.3090,0.4917,(gap),9999
8353,1789039100.4315,8.7905,0.4552,(gap),9999
8354,1789039100.4793,8.2706,0.4185,(gap),9999
8355,1789039100.5103,7.7415,0.4003,(gap),9999
8356,1789039100.5422,7.3430,0.3639,(gap),9999
8357,1789039100.5891,6.8707,0.3453,(gap),9999
8358,1789039100.6359,6.4632,0.3270,(gap),9999
8359,1789039100.6816,6.1072,0.3083,(gap),9999
8360,1789039100.7132,5.7048,0.2899,(gap),9999
